ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ
0.02734375,0.02294921875,1.0078125,0.0,-0.12195122241973877,-0.060975611209869385
0.028076171875,0.021484375,1.007080078125,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.029052734375,0.0224609375,1.008056640625,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02880859375,0.023193359375,1.007080078125,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02490234375,0.02294921875,1.00927734375,0.060975611209869385,-0.24390244483947754,0.0
0.026123046875,0.02294921875,1.0078125,0.0,0.0,0.060975611209869385
0.02783203125,0.0224609375,1.0078125,0.060975611209869385,-0.12195122241973877,0.0
0.0263671875,0.0224609375,1.010498046875,0.18292683362960815,-0.18292683362960815,0.060975611209869385
0.027099609375,0.023193359375,1.008056640625,0.060975611209869385,0.0,0.0
0.0283203125,0.02197265625,1.007568359375,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02734375,0.021240234375,1.01025390625,0.060975611209869385,-0.18292683362960815,0.12195122241973877
0.0283203125,0.024169921875,1.00927734375,0.24390244483947754,-0.18292683362960815,-0.060975611209869385
0.02783203125,0.022705078125,1.00830078125,-0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.027587890625,0.022705078125,1.006591796875,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.028076171875,0.0224609375,1.0078125,0.060975611209869385,0.0,0.0
0.02685546875,0.023193359375,1.0078125,0.18292683362960815,-0.12195122241973877,0.18292683362960815
0.0263671875,0.022216796875,1.00927734375,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.028076171875,0.021240234375,1.0068359375,0.0,-0.18292683362960815,0.18292683362960815
0.029296875,0.024169921875,1.00732421875,0.12195122241973877,0.0,0.0
0.027587890625,0.02197265625,1.0068359375,0.0,-0.060975611209869385,0.060975611209869385
0.0283203125,0.022216796875,1.00830078125,0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.026611328125,0.0224609375,1.0087890625,0.0,-0.18292683362960815,0.12195122241973877
0.02587890625,0.02294921875,1.009033203125,0.0,0.060975611209869385,0.060975611209869385
0.02734375,0.022216796875,1.01123046875,0.0,-0.060975611209869385,0.12195122241973877
0.028076171875,0.021728515625,1.00830078125,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.027587890625,0.023681640625,1.007080078125,0.0,-0.12195122241973877,0.060975611209869385
0.02587890625,0.022216796875,1.007568359375,0.0,-0.060975611209869385,0.060975611209869385
0.026611328125,0.0234375,1.007080078125,0.060975611209869385,0.0,-0.12195122241973877
0.025634765625,0.02294921875,1.0087890625,0.0,-0.18292683362960815,0.18292683362960815
0.02783203125,0.02197265625,1.00732421875,0.0,0.0,0.0
0.02685546875,0.0224609375,1.008056640625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02734375,0.022705078125,1.008544921875,0.060975611209869385,-0.060975611209869385,0.0
0.026611328125,0.021484375,1.00927734375,0.060975611209869385,0.0,0.0
0.02685546875,0.02197265625,1.009521484375,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.027587890625,0.02294921875,1.00830078125,0.060975611209869385,-0.060975611209869385,0.0
0.026611328125,0.02197265625,1.009033203125,0.0,-0.18292683362960815,0.12195122241973877
0.02783203125,0.0234375,1.009033203125,0.12195122241973877,0.0,0.060975611209869385
0.028564453125,0.0234375,1.009033203125,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02734375,0.021240234375,1.006591796875,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.02783203125,0.0224609375,1.0078125,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.027099609375,0.022705078125,1.010009765625,-0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.027587890625,0.02392578125,1.01025390625,0.12195122241973877,-0.12195122241973877,0.0
0.02783203125,0.02294921875,1.008056640625,0.0,-0.18292683362960815,0.060975611209869385
0.026611328125,0.02197265625,1.0068359375,0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.029296875,0.02197265625,1.007080078125,0.12195122241973877,-0.060975611209869385,0.0
0.0263671875,0.023193359375,1.008544921875,0.12195122241973877,-0.24390244483947754,0.060975611209869385
0.0263671875,0.023681640625,1.009521484375,0.18292683362960815,-0.12195122241973877,0.060975611209869385
0.02734375,0.0234375,1.007080078125,0.0,-0.12195122241973877,-0.18292683362960815
0.027587890625,0.02197265625,1.0068359375,0.0,0.12195122241973877,-0.060975611209869385
0.026611328125,0.023193359375,1.008544921875,0.12195122241973877,-0.12195122241973877,0.0
0.027099609375,0.023681640625,1.0078125,0.12195122241973877,-0.18292683362960815,0.060975611209869385
0.027587890625,0.021240234375,1.00537109375,-0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.02783203125,0.022705078125,1.0048828125,-0.060975611209869385,0.060975611209869385,0.12195122241973877
0.027587890625,0.0224609375,1.016845703125,0.18292683362960815,0.0,0.0
0.02685546875,0.022216796875,1.010009765625,0.12195122241973877,-0.3048780560493469,-0.12195122241973877
0.028564453125,0.0234375,1.001953125,0.12195122241973877,-0.18292683362960815,-0.060975611209869385
0.02587890625,0.022216796875,1.004150390625,-0.12195122241973877,-0.12195122241973877,0.060975611209869385
0.02685546875,0.0234375,1.0126953125,-0.060975611209869385,0.0,-0.060975611209869385
0.02783203125,0.023193359375,1.01123046875,0.0,-0.12195122241973877,0.0
0.026611328125,0.022216796875,1.005859375,0.060975611209869385,-0.060975611209869385,-0.12195122241973877
0.025390625,0.022705078125,1.007080078125,0.0,-0.24390244483947754,0.060975611209869385
0.028076171875,0.022705078125,1.00732421875,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.028564453125,0.022216796875,1.00732421875,0.12195122241973877,0.0,-0.060975611209869385
0.026611328125,0.02294921875,1.00830078125,0.060975611209869385,-0.18292683362960815,0.060975611209869385
0.0283203125,0.02197265625,1.009033203125,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.028564453125,0.02294921875,1.00927734375,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02685546875,0.024169921875,1.009765625,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.0263671875,0.0234375,1.0087890625,0.12195122241973877,-0.060975611209869385,0.18292683362960815
0.0263671875,0.021240234375,1.00927734375,0.0,-0.12195122241973877,0.0
0.0283203125,0.020751953125,1.0087890625,0.060975611209869385,-0.24390244483947754,0.060975611209869385
0.02783203125,0.02099609375,1.00830078125,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.028564453125,0.022216796875,1.00732421875,0.12195122241973877,-0.18292683362960815,0.060975611209869385
0.027099609375,0.022216796875,1.00830078125,0.12195122241973877,-0.18292683362960815,0.0
0.027587890625,0.025390625,1.0068359375,0.060975611209869385,0.12195122241973877,-0.060975611209869385
0.027099609375,0.02294921875,1.007080078125,0.0,-0.060975611209869385,0.060975611209869385
0.02734375,0.02197265625,1.007568359375,-0.060975611209869385,-0.18292683362960815,-0.060975611209869385
0.02734375,0.02197265625,1.00732421875,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02685546875,0.02294921875,1.0078125,-0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.02734375,0.021728515625,1.01025390625,0.0,-0.12195122241973877,0.12195122241973877
0.02734375,0.0224609375,1.007568359375,0.060975611209869385,0.0,0.060975611209869385
0.02734375,0.022216796875,1.005615234375,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.028564453125,0.022705078125,1.007568359375,0.12195122241973877,0.0,0.0
0.030029296875,0.02294921875,1.008056640625,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02734375,0.022216796875,1.008544921875,0.0,-0.060975611209869385,0.0
0.026611328125,0.02294921875,1.008544921875,0.0,-0.060975611209869385,0.0
0.025390625,0.02197265625,1.0087890625,0.060975611209869385,-0.060975611209869385,0.18292683362960815
0.0263671875,0.021484375,1.00732421875,0.18292683362960815,-0.060975611209869385,0.12195122241973877
0.027587890625,0.021484375,1.00732421875,-0.060975611209869385,0.060975611209869385,0.12195122241973877
0.026611328125,0.022216796875,1.00732421875,0.18292683362960815,-0.24390244483947754,0.12195122241973877
0.027099609375,0.0224609375,1.00732421875,0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.02587890625,0.02197265625,1.00927734375,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.029052734375,0.021728515625,1.00732421875,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.02734375,0.024169921875,1.0087890625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02685546875,0.0234375,1.008056640625,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.028076171875,0.02197265625,1.009765625,0.0,-0.12195122241973877,0.060975611209869385
0.02685546875,0.021484375,1.00927734375,0.12195122241973877,0.0,0.12195122241973877
0.02783203125,0.022216796875,1.007080078125,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.0263671875,0.0234375,1.008056640625,0.12195122241973877,-0.12195122241973877,0.0
0.02685546875,0.022705078125,1.008056640625,0.060975611209869385,-0.18292683362960815,0.060975611209869385
0.028564453125,0.0224609375,1.00830078125,0.060975611209869385,-0.060975611209869385,0.0
0.0263671875,0.021728515625,1.006591796875,0.060975611209869385,-0.18292683362960815,0.0
0.0263671875,0.02099609375,1.006591796875,0.12195122241973877,-0.12195122241973877,0.060975611209869385
0.02685546875,0.023193359375,1.005859375,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.027587890625,0.0244140625,1.00732421875,0.0,0.0,-0.060975611209869385
0.028564453125,0.021728515625,1.007080078125,0.12195122241973877,-0.12195122241973877,0.0
0.028564453125,0.021240234375,1.0087890625,0.060975611209869385,-0.060975611209869385,-0.12195122241973877
0.02783203125,0.0224609375,1.01025390625,0.12195122241973877,-0.18292683362960815,0.18292683362960815
0.02685546875,0.02294921875,1.0068359375,0.0,-0.060975611209869385,0.060975611209869385
0.02734375,0.022705078125,1.0078125,0.0,0.0,0.060975611209869385
0.029296875,0.02392578125,1.00830078125,0.060975611209869385,0.0,0.0
0.029296875,0.023681640625,1.00830078125,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.025390625,0.020751953125,1.00830078125,-0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.024658203125,0.021728515625,1.00830078125,0.0,-0.12195122241973877,-0.060975611209869385
0.02734375,0.023681640625,1.00830078125,0.060975611209869385,0.0,0.0
0.02783203125,0.0234375,1.007568359375,0.18292683362960815,-0.24390244483947754,0.060975611209869385
0.027099609375,0.021484375,1.0078125,0.12195122241973877,-0.12195122241973877,0.0
0.029052734375,0.02197265625,1.009033203125,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.028564453125,0.022216796875,1.009033203125,0.060975611209869385,0.0,0.060975611209869385
0.026123046875,0.022216796875,1.00732421875,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.027587890625,0.021484375,1.0068359375,0.0,-0.12195122241973877,0.12195122241973877
0.02685546875,0.021484375,1.00830078125,0.060975611209869385,-0.24390244483947754,0.060975611209869385
0.025146484375,0.02392578125,1.0087890625,0.12195122241973877,-0.12195122241973877,0.12195122241973877
0.02734375,0.023193359375,1.008056640625,0.18292683362960815,-0.18292683362960815,-0.060975611209869385
0.0283203125,0.0224609375,1.008544921875,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.027099609375,0.0234375,1.0068359375,0.12195122241973877,-0.12195122241973877,0.0
0.025634765625,0.02197265625,1.007568359375,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.025634765625,0.022216796875,1.00830078125,-0.060975611209869385,-0.18292683362960815,0.0
0.0283203125,0.02392578125,1.007080078125,0.18292683362960815,-0.060975611209869385,0.060975611209869385
0.028076171875,0.023193359375,1.00830078125,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02685546875,0.021240234375,1.00830078125,0.060975611209869385,-0.060975611209869385,0.0
0.0263671875,0.0224609375,1.006591796875,0.060975611209869385,-0.060975611209869385,0.18292683362960815
0.02783203125,0.022705078125,1.008056640625,0.12195122241973877,-0.060975611209869385,0.0
0.02880859375,0.02099609375,1.00830078125,-0.060975611209869385,-0.060975611209869385,-0.18292683362960815
0.0283203125,0.022705078125,1.007568359375,0.18292683362960815,-0.18292683362960815,0.12195122241973877
0.02685546875,0.021240234375,1.007080078125,0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.027099609375,0.0234375,1.006591796875,0.12195122241973877,0.060975611209869385,0.0
0.027587890625,0.023193359375,1.00634765625,0.060975611209869385,-0.18292683362960815,0.0
0.027587890625,0.0224609375,1.007568359375,0.060975611209869385,0.12195122241973877,-0.060975611209869385
0.026611328125,0.0234375,1.008544921875,0.12195122241973877,0.060975611209869385,0.060975611209869385
0.02734375,0.0244140625,1.0087890625,0.0,-0.060975611209869385,0.12195122241973877
0.028076171875,0.022705078125,1.00927734375,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.028564453125,0.02294921875,1.00830078125,0.060975611209869385,-0.12195122241973877,0.0
0.0283203125,0.024658203125,1.00732421875,0.060975611209869385,0.0,0.060975611209869385
0.027587890625,0.021240234375,1.009033203125,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.027099609375,0.022705078125,1.008544921875,0.060975611209869385,-0.3048780560493469,0.12195122241973877
0.027099609375,0.02392578125,1.00732421875,-0.060975611209869385,0.060975611209869385,-0.18292683362960815
0.02685546875,0.021728515625,1.00927734375,-0.12195122241973877,-0.12195122241973877,-0.12195122241973877
0.02490234375,0.02294921875,1.010498046875,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.0263671875,0.0234375,1.008056640625,0.0,-0.12195122241973877,0.18292683362960815
0.02587890625,0.022705078125,1.0068359375,0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.0263671875,0.021728515625,1.00732421875,0.060975611209869385,-0.060975611209869385,0.0
0.0283203125,0.022216796875,1.0068359375,0.060975611209869385,-0.18292683362960815,0.0
0.02734375,0.02392578125,1.0068359375,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.02783203125,0.0234375,1.0068359375,0.0,-0.12195122241973877,0.0
0.027099609375,0.021484375,1.009521484375,0.0,-0.18292683362960815,-0.18292683362960815
0.02587890625,0.021484375,1.007568359375,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.026123046875,0.0234375,1.008544921875,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.0263671875,0.024169921875,1.0078125,0.18292683362960815,-0.060975611209869385,-0.060975611209869385
0.028564453125,0.0224609375,1.008544921875,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.026611328125,0.02197265625,1.009033203125,-0.060975611209869385,0.0,0.060975611209869385
0.0263671875,0.0244140625,1.00927734375,-0.060975611209869385,-0.12195122241973877,-0.12195122241973877
0.02783203125,0.02294921875,1.0078125,0.0,-0.060975611209869385,-0.060975611209869385
0.027587890625,0.022216796875,1.0078125,0.0,-0.18292683362960815,0.0
0.02734375,0.0234375,1.00830078125,-0.12195122241973877,-0.12195122241973877,0.12195122241973877
0.027587890625,0.020263671875,1.00830078125,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.027587890625,0.021240234375,1.0078125,0.060975611209869385,-0.18292683362960815,0.0
0.028076171875,0.0234375,1.00830078125,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.029296875,0.021240234375,1.007080078125,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.0263671875,0.0224609375,1.0068359375,0.18292683362960815,-0.060975611209869385,0.060975611209869385
0.025146484375,0.0234375,1.00927734375,0.060975611209869385,-0.060975611209869385,0.0
0.02783203125,0.02294921875,1.009033203125,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02734375,0.021728515625,1.0078125,0.18292683362960815,-0.12195122241973877,0.0
0.027587890625,0.0234375,1.009033203125,0.0,-0.060975611209869385,-0.060975611209869385
0.0283203125,0.02294921875,1.0087890625,0.0,-0.12195122241973877,0.18292683362960815
0.028076171875,0.022705078125,1.00244140625,-0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.027587890625,0.02294921875,1.02392578125,0.18292683362960815,0.0,0.060975611209869385
0.027099609375,0.020263671875,1.001953125,-0.060975611209869385,-0.3048780560493469,0.060975611209869385
0.02734375,0.024169921875,1.001953125,0.0,-0.3048780560493469,0.0
0.026611328125,0.02392578125,1.009765625,0.0,0.0,-0.12195122241973877
0.026123046875,0.021728515625,1.011474609375,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.02783203125,0.02294921875,1.00634765625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.0263671875,0.0205078125,1.00537109375,0.12195122241973877,-0.18292683362960815,0.060975611209869385
0.027099609375,0.023681640625,1.0087890625,0.12195122241973877,0.0,-0.12195122241973877
0.027099609375,0.024169921875,1.0107421875,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.02783203125,0.022216796875,1.00830078125,0.12195122241973877,-0.18292683362960815,0.0
0.029296875,0.021484375,1.00732421875,0.0,-0.060975611209869385,0.18292683362960815
0.02783203125,0.021484375,1.00732421875,0.12195122241973877,-0.060975611209869385,0.0
0.02685546875,0.02099609375,1.010009765625,0.0,-0.060975611209869385,-0.060975611209869385
0.027099609375,0.022705078125,1.00927734375,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.026123046875,0.0224609375,1.007080078125,0.060975611209869385,0.0,0.0
0.0283203125,0.021484375,1.0078125,0.0,-0.060975611209869385,0.12195122241973877
0.02734375,0.022216796875,1.0078125,-0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02587890625,0.02294921875,1.010986328125,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.02880859375,0.021728515625,1.0087890625,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02783203125,0.022705078125,1.00830078125,0.0,-0.18292683362960815,-0.060975611209869385
0.027587890625,0.02294921875,1.008056640625,0.0,-0.12195122241973877,0.0
0.025146484375,0.02197265625,1.00830078125,0.0,0.0,-0.060975611209869385
0.026123046875,0.02197265625,1.007080078125,-0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.02685546875,0.023193359375,1.0068359375,-0.060975611209869385,-0.12195122241973877,0.0
0.027587890625,0.021728515625,1.00927734375,0.060975611209869385,-0.24390244483947754,0.0
0.02880859375,0.022216796875,1.0087890625,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.029541015625,0.022705078125,1.01025390625,0.12195122241973877,-0.12195122241973877,0.060975611209869385
0.027587890625,0.0224609375,1.008544921875,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.026611328125,0.02294921875,1.00732421875,-0.060975611209869385,-0.060975611209869385,0.0
0.02685546875,0.0234375,1.007080078125,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.0263671875,0.023193359375,1.007080078125,-0.060975611209869385,0.0,-0.060975611209869385
0.024169921875,0.021728515625,1.009521484375,0.060975611209869385,-0.060975611209869385,0.18292683362960815
0.026611328125,0.023193359375,1.00927734375,0.0,-0.12195122241973877,0.0
0.02978515625,0.0234375,1.008056640625,0.0,-0.18292683362960815,0.060975611209869385
0.0283203125,0.022705078125,1.008544921875,-0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.026123046875,0.02099609375,1.00830078125,0.060975611209869385,0.12195122241973877,0.0
0.027099609375,0.0234375,1.008544921875,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.027099609375,0.02392578125,1.009033203125,0.060975611209869385,-0.24390244483947754,0.12195122241973877
0.02734375,0.023193359375,1.0087890625,-0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.025634765625,0.02197265625,1.007568359375,0.12195122241973877,-0.12195122241973877,0.0
0.028076171875,0.02197265625,1.0068359375,-0.060975611209869385,-0.12195122241973877,-0.12195122241973877
0.02880859375,0.023681640625,1.009033203125,0.0,-0.060975611209869385,0.18292683362960815
0.027099609375,0.022216796875,1.009033203125,0.060975611209869385,0.0,0.0
0.02587890625,0.02197265625,1.00927734375,0.0,0.060975611209869385,0.12195122241973877
0.02685546875,0.02294921875,1.009521484375,0.18292683362960815,0.0,0.12195122241973877
0.029296875,0.0244140625,1.006591796875,0.0,-0.18292683362960815,0.0
0.029052734375,0.02392578125,1.010498046875,-0.12195122241973877,-0.12195122241973877,0.18292683362960815
0.02685546875,0.023193359375,1.009521484375,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.029052734375,0.022216796875,1.007080078125,0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.02783203125,0.0234375,1.009033203125,0.0,-0.18292683362960815,-0.060975611209869385
0.027099609375,0.02392578125,1.00830078125,0.060975611209869385,-0.18292683362960815,0.18292683362960815
0.026123046875,0.022705078125,1.0078125,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.0263671875,0.0224609375,1.0087890625,0.0,-0.060975611209869385,0.060975611209869385
0.02685546875,0.02197265625,1.010009765625,0.12195122241973877,-0.12195122241973877,0.12195122241973877
0.027099609375,0.02294921875,1.008056640625,0.12195122241973877,-0.12195122241973877,0.0
0.026611328125,0.023193359375,1.007568359375,0.060975611209869385,-0.18292683362960815,0.0
0.02734375,0.02197265625,1.009765625,0.0,-0.060975611209869385,0.12195122241973877
0.027099609375,0.0234375,1.007080078125,0.12195122241973877,-0.24390244483947754,0.12195122241973877
0.027587890625,0.02392578125,1.00830078125,0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.025390625,0.022216796875,1.008056640625,0.0,-0.060975611209869385,-0.060975611209869385
0.02783203125,0.022216796875,1.008056640625,0.12195122241973877,-0.12195122241973877,0.0
0.026611328125,0.022705078125,1.00830078125,0.0,0.0,0.0
0.0263671875,0.02294921875,1.008056640625,0.060975611209869385,-0.12195122241973877,0.12195122241973877
0.026123046875,0.0234375,1.009521484375,0.12195122241973877,-0.12195122241973877,-0.060975611209869385
0.026123046875,0.022705078125,1.01025390625,0.12195122241973877,-0.12195122241973877,0.060975611209869385
0.026123046875,0.02392578125,1.009521484375,0.060975611209869385,-0.24390244483947754,0.12195122241973877
0.02734375,0.022705078125,1.008544921875,-0.060975611209869385,0.0,0.060975611209869385
0.0263671875,0.02294921875,1.009033203125,-0.060975611209869385,0.0,-0.060975611209869385
0.0263671875,0.020751953125,1.008056640625,0.12195122241973877,-0.24390244483947754,-0.060975611209869385
0.02685546875,0.022216796875,1.008056640625,0.060975611209869385,0.0,-0.060975611209869385
0.02685546875,0.023193359375,1.0087890625,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.028564453125,0.02294921875,1.008056640625,0.0,0.060975611209869385,-0.060975611209869385
0.0263671875,0.022705078125,1.009033203125,-0.060975611209869385,-0.060975611209869385,0.0
0.027099609375,0.02294921875,1.009521484375,0.0,-0.18292683362960815,0.060975611209869385
0.028564453125,0.023681640625,1.008544921875,0.24390244483947754,0.0,0.0
0.02685546875,0.023193359375,1.00830078125,0.060975611209869385,-0.18292683362960815,0.060975611209869385
0.027099609375,0.02294921875,1.00634765625,0.12195122241973877,-0.12195122241973877,0.0
0.027587890625,0.023193359375,1.00830078125,-0.060975611209869385,-0.18292683362960815,0.060975611209869385
0.026611328125,0.0224609375,1.00830078125,0.060975611209869385,-0.12195122241973877,0.0
0.027099609375,0.02294921875,1.00830078125,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.029296875,0.022705078125,1.006591796875,0.12195122241973877,-0.18292683362960815,0.12195122241973877
0.028564453125,0.0234375,1.008544921875,0.060975611209869385,-0.12195122241973877,-0.060975611209869385
0.027587890625,0.02294921875,1.008056640625,0.0,-0.12195122241973877,0.0
0.02685546875,0.023681640625,1.00830078125,0.0,-0.060975611209869385,0.060975611209869385
0.027099609375,0.022705078125,1.009033203125,0.060975611209869385,0.0,0.060975611209869385
0.02783203125,0.022216796875,0.999755859375,0.12195122241973877,-0.18292683362960815,0.18292683362960815
0.02978515625,0.02294921875,1.01953125,0.060975611209869385,-0.060975611209869385,-0.060975611209869385
0.027587890625,0.020263671875,1.010498046875,0.12195122241973877,-0.12195122241973877,0.12195122241973877
0.027587890625,0.023193359375,1.00244140625,0.060975611209869385,-0.24390244483947754,0.0
0.027099609375,0.022705078125,1.009521484375,0.18292683362960815,0.0,0.18292683362960815
0.02685546875,0.023193359375,1.010986328125,0.060975611209869385,-0.060975611209869385,0.0
0.0263671875,0.0224609375,1.009765625,-0.12195122241973877,-0.060975611209869385,0.0
0.029052734375,0.02197265625,1.00634765625,0.12195122241973877,-0.060975611209869385,0.0
0.028076171875,0.0224609375,1.005859375,0.12195122241973877,0.0,0.0
0.025146484375,0.02392578125,1.01123046875,0.0,0.0,0.12195122241973877
0.0263671875,0.022216796875,1.008056640625,0.060975611209869385,-0.12195122241973877,0.0
0.0283203125,0.02099609375,1.00732421875,0.060975611209869385,-0.12195122241973877,0.0
0.028564453125,0.022705078125,1.008544921875,0.0,0.0,0.0
0.02783203125,0.023193359375,1.00927734375,0.12195122241973877,-0.060975611209869385,0.12195122241973877
0.0263671875,0.021728515625,1.008544921875,0.060975611209869385,-0.12195122241973877,0.0
0.026123046875,0.023193359375,1.010009765625,0.18292683362960815,-0.12195122241973877,-0.060975611209869385
0.02685546875,0.021728515625,1.00830078125,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.028076171875,0.021484375,1.0068359375,0.060975611209869385,0.060975611209869385,-0.060975611209869385
0.02734375,0.022216796875,1.009033203125,0.060975611209869385,-0.12195122241973877,0.060975611209869385
0.02685546875,0.021728515625,1.010009765625,-0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.029052734375,0.023681640625,1.008056640625,0.0,-0.060975611209869385,0.0
0.027587890625,0.023681640625,1.0087890625,0.0,-0.060975611209869385,0.0
0.025146484375,0.02294921875,1.01025390625,0.12195122241973877,-0.24390244483947754,0.060975611209869385
0.027587890625,0.021484375,1.008056640625,-0.060975611209869385,-0.18292683362960815,0.060975611209869385
0.0283203125,0.022216796875,1.010009765625,0.12195122241973877,-0.18292683362960815,0.0
0.025634765625,0.022216796875,1.008056640625,0.12195122241973877,-0.060975611209869385,-0.060975611209869385
0.027587890625,0.0224609375,1.008056640625,0.18292683362960815,-0.12195122241973877,0.060975611209869385
0.028076171875,0.022216796875,1.0078125,0.060975611209869385,-0.060975611209869385,0.060975611209869385
0.027587890625,0.024169921875,1.007568359375,-0.18292683362960815,0.0,-0.12195122241973877
0.028076171875,0.023681640625,1.009033203125,0.12195122241973877,-0.12195122241973877,0.0
0.027587890625,0.021240234375,1.009033203125,0.060975611209869385,-0.060975611209869385,0.0
0.02880859375,0.023193359375,1.008056640625,0.0,-0.060975611209869385,0.12195122241973877
0.02783203125,0.021240234375,1.00634765625,0.0,-0.12195122241973877,0.060975611209869385
0.02587890625,0.021728515625,1.007080078125,0.18292683362960815,-0.18292683362960815,0.060975611209869385
0.028564453125,0.023193359375,1.009521484375,0.060975611209869385,-0.18292683362960815,-0.18292683362960815
0.026611328125,0.0224609375,1.00732421875,0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.026611328125,0.02197265625,1.0078125,0.0,-0.060975611209869385,0.0
0.0263671875,0.0224609375,1.008544921875,0.12195122241973877,-0.060975611209869385,0.060975611209869385
0.02587890625,0.023193359375,1.00927734375,-0.060975611209869385,-0.060975611209869385,0.12195122241973877
0.02734375,0.022216796875,1.010009765625,0.24390244483947754,-0.060975611209869385,0.060975611209869385
0.02734375,0.022705078125,1.0087890625,0.12195122241973877,-0.18292683362960815,0.0
0.02783203125,0.022216796875,1.008056640625,0.060975611209869385,-0.12195122241973877,-0.12195122241973877
0.028076171875,0.02294921875,1.007080078125,0.18292683362960815,-0.18292683362960815,0.060975611209869385
0.027099609375,0.023193359375,1.009033203125,-0.18292683362960815,-0.060975611209869385,0.0
0.02734375,0.021728515625,1.008056640625,0.12195122241973877,-0.24390244483947754,0.0
